BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Current Floor,Total Floors
4,75000,2000,Super Area,Bangalore,Furnished,Bachelors/Family,3,2.0,4.0
2,14000,110,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,2.0
1,9000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,4.0
3,20000,1465,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,4.0
2,12000,940,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,5.0
2,12000,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,24000,990,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,14.0,30.0
2,12000,750,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,10000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
3,24000,1430,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,3.0
1,9000,600,Carpet Area,Bangalore,Semi-Furnished,Family,1,3.0,4.0
2,12000,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,2.0
2,11000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,15000,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,3.0
1,5500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
2,18000,1000,Carpet Area,Bangalore,Semi-Furnished,Family,2,2.0,4.0
2,42000,1150,Carpet Area,Bangalore,Furnished,Bachelors,2,2.0,4.0
2,18000,1250,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,4.0
2,15000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,4.0
1,6000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
3,30000,2000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,1.0,1.0
2,12000,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,10000,990,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,9500,850,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,1.0,2.0
2,16000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,4.0,5.0
2,9500,650,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,4.0,5.0
1,6500,400,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,2.0
2,13500,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,2.0
2,25000,1350,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,12.0,13.0
2,9500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,3.0
4,190000,4000,Super Area,Bangalore,Furnished,Bachelors/Family,5,2.0,4.0
2,90000,950,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,4.0,5.0
2,24000,777,Carpet Area,Bangalore,Semi-Furnished,Family,2,4.0,8.0
3,15000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,22000,1600,Super Area,Bangalore,Furnished,Bachelors/Family,3,2.0,4.0
3,34000,1500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,14.0,20.0
2,12500,570,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,3.0
3,28000,1800,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,18.0,19.0
2,12000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,3.0
1,8000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
1,7500,750,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,1.0
2,34000,1400,Carpet Area,Bangalore,Furnished,Bachelors,2,5.0,5.0
3,32000,1789,Super Area,Bangalore,Semi-Furnished,Family,3,8.0,13.0
2,14500,650,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,2.0
2,16000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,7500,460,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,4.0
2,7500,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,2.0
2,19500,1080,Carpet Area,Bangalore,Semi-Furnished,Family,2,2.0,4.0
3,75000,2000,Carpet Area,Bangalore,Furnished,Bachelors,2,1.0,5.0
2,16500,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,3.0
2,14500,1025,Super Area,Bangalore,Unfurnished,Bachelors,2,8.0,9.0
2,16000,650,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
2,8000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,3.0
3,280000,2800,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,6.0,30.0
2,21000,1100,Carpet Area,Bangalore,Furnished,Bachelors,2,3.0,4.0
3,30000,1300,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,2.0,4.0
3,65000,2000,Super Area,Bangalore,Semi-Furnished,Bachelors,3,3.0,6.0
3,180000,2500,Carpet Area,Bangalore,Unfurnished,Bachelors,3,4.0,8.0
2,10000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,12000,630,Super Area,Bangalore,Furnished,Bachelors/Family,2,3.0,5.0
2,9000,550,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
2,22000,1025,Super Area,Bangalore,Semi-Furnished,Family,2,3.0,3.0
1,10000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,1.0,4.0
3,48000,1286,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,8.0,16.0
1,11000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,11000,900,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,3.0
3,40000,1618,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,4.0
1,10000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,5.0
1,6500,450,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,18000,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,4.0
3,22000,1374,Super Area,Bangalore,Semi-Furnished,Family,2,2.0,4.0
3,28000,1600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,4.0
1,6200,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
3,110000,1500,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,6.0,16.0
2,5500,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,4.0
3,50000,1580,Carpet Area,Bangalore,Unfurnished,Bachelors,3,3.0,3.0
2,12000,700,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,11500,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,16000,550,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,7.0
1,11000,450,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,4.0,4.0
4,150000,4550,Super Area,Bangalore,Semi-Furnished,Family,5,3.0,5.0
1,9000,400,Super Area,Bangalore,Semi-Furnished,Bachelors,1,1.0,1.0
1,6000,650,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,12000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,4.0
2,16000,1333,Super Area,Bangalore,Unfurnished,Bachelors,2,2.0,4.0
3,35000,1500,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,4.0
1,9000,425,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,5.0
1,8000,300,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
2,13500,650,Carpet Area,Bangalore,Unfurnished,Family,2,2.0,3.0
2,14000,800,Super Area,Bangalore,Semi-Furnished,Family,2,2.0,4.0
2,14000,1200,Carpet Area,Bangalore,Semi-Furnished,Family,2,2.0,3.0
1,4700,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,4.0
2,17000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,4.0
2,11000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,3.0
1,12000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
3,30000,1875,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,3.0
2,12000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,21000,1300,Super Area,Bangalore,Furnished,Bachelors/Family,2,3.0,3.0
1,6000,350,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,3.0,4.0
2,18500,900,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,3.0
1,4750,200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,2.0
2,15000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,5.0
2,17600,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,1.0,4.0
3,35000,1700,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,10.0,13.0
2,8000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
1,7000,650,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,5.0
2,15000,750,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
3,30000,1750,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,1.0,3.0
3,100000,1950,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,3.0,3.0
2,18000,1065,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,5.0
2,8000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,9000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,6000,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
2,7500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,15000,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,5.0,5.0
2,10000,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,1.0
2,14000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,7000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,3.0
3,60000,1710,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,3,6.0,18.0
1,6000,600,Super Area,Bangalore,Unfurnished,Bachelors,1,3.0,4.0
3,17000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,3.0
2,15000,920,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,4.0,4.0
1,8200,750,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,8500,300,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
3,20000,1660,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,3.0
1,8000,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
2,20000,300,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,3.0
1,11500,300,Carpet Area,Bangalore,Unfurnished,Bachelors,1,1.0,2.0
3,30000,2000,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,3.0,3.0
3,22000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,4.0,4.0
1,6500,300,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
1,6500,700,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
2,16000,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,4.0
1,24000,700,Carpet Area,Bangalore,Furnished,Bachelors/Family,1,7.0,7.0
1,15000,455,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,18000,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,8500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,2.0
1,4000,250,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
1,5000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,2.0
2,22000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,5.0
1,12000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,2.0,5.0
1,9000,350,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,3.0
2,7500,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,30000,1650,Super Area,Bangalore,Unfurnished,Bachelors/Family,3,2.0,3.0
4,14000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,9250,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
1,13000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,5.0
2,12000,1200,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
1,12000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,2.0
2,10000,925,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,5.0
3,60000,2400,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,2.0,4.0
3,35000,1500,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,1.0,9.0
2,12000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
1,14000,435,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,5.0
1,8000,650,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,11000,700,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,20000,890,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,5.0,12.0
1,12500,600,Super Area,Bangalore,Furnished,Bachelors/Family,1,3.0,4.0
2,35000,1250,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,4.0
3,26000,1350,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,5.0
3,85000,2600,Carpet Area,Bangalore,Semi-Furnished,Family,4,8.0,18.0
1,14000,440,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,5.0
2,22000,1150,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,4.0
1,7000,450,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,16000,1150,Super Area,Bangalore,Furnished,Bachelors/Family,2,3.0,5.0
2,11000,600,Carpet Area,Bangalore,Unfurnished,Bachelors,1,2.0,5.0
2,20000,980,Carpet Area,Bangalore,Semi-Furnished,Family,2,4.0,12.0
3,60000,1850,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,3.0,3.0
2,5000,625,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,3.0
1,4000,100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,3.0
2,15000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,1.0
3,18000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,12000,1080,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,1.0,2.0
1,8500,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,3.0
2,11000,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
3,42000,1880,Super Area,Bangalore,Semi-Furnished,Family,2,14.0,14.0
2,25000,1305,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,8.0
1,8500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,5.0
2,12500,950,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,8.0
2,18000,1188,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
1,6000,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,3.0
2,9000,875,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,54000,2100,Carpet Area,Bangalore,Unfurnished,Bachelors,3,3.0,4.0
3,22000,1200,Super Area,Bangalore,Furnished,Bachelors/Family,2,2.0,4.0
3,120000,2390,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,3.0,17.0
1,7000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,3.0
2,28000,1150,Carpet Area,Bangalore,Semi-Furnished,Family,2,1.0,2.0
3,55000,1788,Carpet Area,Bangalore,Semi-Furnished,Family,3,2.0,4.0
2,19000,1250,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,3.0
1,11000,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,4.0,5.0
3,18000,1600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,70000,1520,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,4,23.0,25.0
1,12000,550,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,1.0,3.0
2,18000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,30000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,5.0
2,10000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,6000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,3.0
1,4500,300,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,3.0
1,8000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,20000,1100,Carpet Area,Bangalore,Furnished,Bachelors,2,3.0,4.0
2,17500,1000,Carpet Area,Bangalore,Unfurnished,Family,2,1.0,3.0
2,22000,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,17000,1020,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,5.0
2,22000,1250,Super Area,Bangalore,Unfurnished,Bachelors,2,1.0,1.0
3,24000,1400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,4.0
1,12000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,3.0
1,4500,200,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,4.0,5.0
1,5000,300,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
1,6000,400,Super Area,Bangalore,Furnished,Bachelors/Family,1,1.0,3.0
1,11000,450,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,4.0
2,20000,1180,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,4.0
3,35000,1460,Carpet Area,Bangalore,Unfurnished,Bachelors,3,6.0,12.0
3,24000,1464,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,5.0
2,10000,700,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,2.0,4.0
2,16000,680,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,10.0
3,100000,2750,Carpet Area,Bangalore,Semi-Furnished,Bachelors,4,5.0,9.0
2,14000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,7500,600,Carpet Area,Bangalore,Unfurnished,Bachelors,1,3.0,4.0
3,16000,1200,Carpet Area,Bangalore,Unfurnished,Bachelors,3,1.0,4.0
4,65000,3200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,18.0,19.0
2,18000,1800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,3.0
1,8000,500,Super Area,Bangalore,Furnished,Bachelors/Family,1,2.0,2.0
2,11000,1200,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
1,8000,750,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,3.0
1,13000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,5.0
2,30000,1000,Carpet Area,Bangalore,Unfurnished,Bachelors,2,12.0,23.0
2,14000,800,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,3.0
1,20000,200,Super Area,Delhi,Furnished,Bachelors,1,2.0,4.0
3,80000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,1.0,3.0
1,9500,400,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,14000,600,Carpet Area,Delhi,Unfurnished,Bachelors,3,2.0,4.0
3,65000,1550,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,1.0,3.0
2,18500,650,Carpet Area,Delhi,Unfurnished,Bachelors,2,2.0,4.0
2,40000,850,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
4,90000,2000,Carpet Area,Delhi,Unfurnished,Bachelors,4,2.0,4.0
1,3500,180,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,25000,140,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,2.0,4.0
1,9000,450,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,4.0
3,90000,2500,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,1.0,3.0
1,22000,720,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,3.0,3.0
2,12000,400,Carpet Area,Delhi,Unfurnished,Bachelors,1,2.0,4.0
2,11000,450,Carpet Area,Delhi,Unfurnished,Bachelors,1,1.0,4.0
1,20000,250,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,1.0
4,260000,3000,Super Area,Delhi,Semi-Furnished,Bachelors/Family,5,4.0,4.0
2,11000,550,Carpet Area,Delhi,Unfurnished,Bachelors,2,3.0,5.0
2,10000,450,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,3.0,4.0
3,60000,2500,Carpet Area,Delhi,Unfurnished,Bachelors,3,2.0,3.0
4,350000,800,Super Area,Delhi,Unfurnished,Bachelors/Family,4,1.0,4.0
2,16000,100,Super Area,Delhi,Unfurnished,Bachelors,2,3.0,3.0
1,16000,400,Carpet Area,Delhi,Furnished,Bachelors,1,2.0,3.0
2,12000,750,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,1.0,3.0
1,8000,400,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,4.0
3,14000,1100,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,14900,450,Carpet Area,Delhi,Furnished,Bachelors/Family,1,2.0,4.0
2,15000,850,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,3.0,3.0
3,10000,600,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,3.0,4.0
2,40000,750,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,4.0
1,9000,500,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,1.0,4.0
1,7000,350,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,13500,623,Carpet Area,Delhi,Furnished,Bachelors/Family,1,2.0,3.0
3,95000,2400,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,3.0,4.0
1,20000,75,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
2,7500,450,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,5.0
2,9000,445,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,4.0,4.0
3,80000,300,Carpet Area,Delhi,Furnished,Bachelors,3,1.0,3.0
3,50000,1670,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,3.0,4.0
1,13000,550,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,1.0,4.0
1,12000,350,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,4.0,4.0
2,16000,650,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,13000,70,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,3.0
2,29000,100,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,3.0
3,18000,800,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,3.0
2,8500,60,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,2.0
3,27000,2000,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,3.0
2,18000,600,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,4.0
1,11500,450,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,3.0,4.0
2,80000,2200,Carpet Area,Delhi,Unfurnished,Bachelors,3,1.0,4.0
2,15500,600,Carpet Area,Delhi,Unfurnished,Bachelors,2,1.0,4.0
4,55000,2000,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,2.0,4.0
2,20000,800,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,3.0,4.0
3,35000,170,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,4.0,4.0
2,38000,150,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
2,16000,650,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,3.0,4.0
3,50000,1250,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,2.0,4.0
1,9500,600,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
4,90000,2100,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,3.0,3.0
1,10000,450,Super Area,Delhi,Unfurnished,Bachelors,1,3.0,4.0
2,25000,100,Carpet Area,Delhi,Unfurnished,Bachelors,2,2.0,4.0
1,30000,650,Super Area,Delhi,Furnished,Bachelors/Family,1,3.0,4.0
2,12000,48,Super Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,3.0
2,16500,550,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,4.0,4.0
1,4500,240,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,2.0
2,30000,700,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,3.0,3.0
1,12000,48,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,2.0
2,23000,100,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
3,70000,1901,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,9.0,11.0
1,5500,50,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,4.0
3,35000,1300,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,3.0,4.0
2,9000,145,Super Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,3.0
2,22000,800,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,2.0,3.0
3,35000,1100,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,1.0,3.0
1,12000,450,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,2.0
2,6000,300,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,3.0,4.0
2,22000,1040,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,1.0,2.0
1,5000,25,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,5.0
2,20500,900,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,7500,1100,Super Area,Delhi,Unfurnished,Bachelors/Family,1,3.0,4.0
