BHK,Rent,Size,City,Bathroom,Area Type_Carpet Area,Area Type_Super Area,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Floor Number,Total Floors
1,26000,475,5,2,1,0,1,0,0,1,8,20
2,42000,620,5,2,1,0,0,1,1,0,6,11
1,35000,490,5,1,1,0,1,0,0,0,1,6
2,44000,710,5,2,1,0,1,0,1,0,13,18
2,60000,720,5,2,1,0,1,0,0,1,4,7
2,45000,770,5,2,1,0,0,0,1,0,2,12
3,250000,1600,5,3,0,1,1,0,1,0,19,25
1,65000,500,5,1,1,0,1,0,0,0,0,5
1,20000,350,5,1,0,1,1,0,0,1,1,8
2,75000,1000,5,2,0,1,1,0,1,0,3,15
5,500000,3900,5,5,1,0,1,0,0,0,4,6
3,140000,1000,5,3,1,0,0,1,1,0,3,7
2,45000,660,5,2,1,0,0,0,1,0,25,43
1,9400,600,5,1,0,1,1,0,1,0,4,6
2,100000,900,5,2,1,0,1,0,0,0,2,12
2,65000,750,5,2,1,0,1,0,0,0,2,3
2,230000,1000,5,2,1,0,1,0,0,0,2,7
3,180000,1500,5,3,1,0,0,0,1,0,7,12
2,180000,1200,5,3,1,0,1,0,0,0,7,12
3,120000,1200,5,3,1,0,1,0,0,0,10,14
1,20000,280,5,1,1,0,1,0,1,0,11,24
2,130000,1000,5,2,1,0,0,0,0,0,10,12
3,400000,1800,5,4,1,0,0,0,1,0,7,14
2,75000,694,5,2,1,0,1,0,1,0,1,7
5,350000,3250,5,5,1,0,0,1,0,1,12,18
3,100000,1740,5,4,0,1,1,0,0,0,21,22
2,55000,750,5,2,1,0,1,0,0,0,8,14
3,70000,1000,5,3,1,0,1,0,1,0,12,20
1,30000,500,5,1,0,1,1,0,0,0,3,4
4,330000,2000,5,5,1,0,0,0,1,0,11,12
1,75000,550,5,2,1,0,1,0,0,0,7,10
1,14000,270,5,1,1,0,0,0,0,1,6,7
3,130000,960,5,3,1,0,0,1,1,0,9,21
3,40000,1200,5,2,0,1,0,1,1,0,2,4
2,46000,710,5,2,1,0,1,0,0,1,15,18
1,27000,472,5,2,1,0,0,0,1,0,13,14
2,95000,1000,5,2,1,0,1,0,1,0,10,13
2,94000,800,5,2,1,0,0,1,1,0,14,18
2,40000,650,5,2,1,0,0,0,0,1,7,11
3,150000,1300,5,3,1,0,1,0,1,0,6,7
2,30000,600,5,2,1,0,1,0,0,1,2,5
2,95000,750,5,2,1,0,0,0,0,0,7,10
2,130000,890,5,2,1,0,0,1,1,0,45,77
1,14000,421,5,1,1,0,1,0,0,1,3,4
3,100000,1300,5,3,1,0,0,1,1,0,12,24
1,35000,350,5,1,0,1,1,0,0,1,2,3
2,57000,800,5,2,1,0,1,0,1,0,5,20
2,45000,650,5,2,1,0,1,0,1,0,5,6
1,11000,650,5,2,0,1,1,0,0,0,18,19
2,50000,650,5,2,1,0,1,0,1,0,10,20
2,35000,680,5,2,1,0,1,0,0,1,12,20
2,100000,800,5,2,1,0,1,0,0,0,1,5
3,130000,1250,5,3,1,0,0,1,1,0,12,29
1,52000,475,5,1,1,0,1,0,0,1,10,18
2,28000,600,5,2,1,0,1,0,0,1,1,5
1,18000,450,5,1,0,1,1,0,0,1,2,4
1,30000,400,5,1,0,1,0,0,0,1,3,6
3,45000,985,5,3,1,0,0,1,0,1,0,18
3,130000,1450,5,3,1,0,0,0,0,1,3,7
2,58000,650,5,2,1,0,0,1,1,0,15,24
2,65000,805,5,3,1,0,1,0,1,0,48,68
1,24000,650,5,1,0,1,1,0,1,0,3,4
1,54500,515,5,1,1,0,1,0,0,1,12,42
3,70000,1000,5,2,1,0,1,0,1,0,15,20
3,67000,1050,5,3,1,0,0,1,1,0,6,8
2,75000,777,5,2,1,0,1,0,0,0,17,22
2,45000,831,5,2,1,0,0,1,0,1,16,22
3,98000,1233,5,4,1,0,1,0,1,0,35,68
1,16000,250,5,1,1,0,1,0,0,1,4,10
2,95000,900,5,2,1,0,0,0,1,0,18,30
2,40000,753,5,2,1,0,1,0,0,1,11,31
3,300000,1800,5,3,1,0,0,0,0,0,8,12
2,80000,670,5,2,1,0,0,0,0,1,5,17
4,380000,2800,5,4,1,0,1,0,1,0,50,75
3,160000,1197,5,3,1,0,1,0,1,0,18,26
2,44000,880,5,2,1,0,0,0,0,1,12,27
2,200000,1000,5,2,1,0,1,0,0,0,7,8
2,65000,935,5,2,0,1,1,0,1,0,2,7
2,50000,751,5,2,1,0,1,0,1,0,16,20
1,6000,200,5,1,0,1,1,0,0,1,0,5
4,280000,2500,5,6,1,0,1,0,1,0,24,55
1,46000,500,5,1,1,0,0,1,0,0,6,8
1,35000,430,5,1,1,0,1,0,0,0,15,23
3,75000,1088,5,3,1,0,1,0,1,0,16,37
1,20000,330,5,1,1,0,1,0,1,0,4,8
1,25000,400,5,1,1,0,1,0,0,1,0,7
3,110000,1200,5,3,1,0,1,0,0,0,6,15
2,29500,700,5,2,1,0,1,0,0,1,2,7
3,53000,1000,5,2,1,0,1,0,1,0,16,32
2,85000,750,5,2,1,0,1,0,1,0,11,27
1,26000,450,5,2,1,0,0,0,0,1,6,10
1,33000,640,5,2,0,1,1,0,0,0,11,23
3,180000,1190,5,3,1,0,1,0,1,0,5,12
3,70000,850,5,3,0,1,0,0,0,1,5,8
1,17000,330,5,1,1,0,1,0,1,0,0,7
2,37000,685,5,2,1,0,0,0,1,0,10,18
1,27000,400,5,2,1,0,0,0,0,1,6,10
1,35500,500,5,2,1,0,1,0,0,0,8,13
1,24000,550,5,1,1,0,0,0,0,1,2,4
4,250000,2500,5,4,1,0,1,0,0,1,2,8
3,180000,1100,5,3,1,0,0,1,0,0,6,15
2,18500,650,5,2,1,0,0,1,0,1,3,12
3,200000,1400,5,3,1,0,1,0,0,0,8,17
2,70000,1050,5,2,1,0,1,0,0,0,14,15
3,55000,850,5,3,1,0,0,0,0,1,6,7
1,24000,550,5,1,1,0,0,0,0,1,0,4
2,55000,750,5,2,1,0,1,0,0,0,5,8
3,150000,1350,5,3,1,0,1,0,1,0,23,25
2,50000,800,5,2,1,0,1,0,1,0,5,8
4,300000,2650,5,3,1,0,1,0,1,0,14,48
3,90100,975,5,2,1,0,1,0,1,0,29,35
3,57000,1325,5,4,1,0,1,0,0,0,15,36
2,40000,700,5,2,0,1,1,0,1,0,3,6
2,80000,700,5,2,1,0,0,1,0,0,3,8
2,95000,850,5,2,1,0,1,0,1,0,15,25
1,14000,305,5,1,1,0,0,0,0,1,10,24
2,50000,850,5,2,1,0,1,0,0,1,8,10
2,43000,724,5,2,1,0,1,0,0,1,6,11
2,55000,650,5,2,1,0,0,0,0,0,8,16
2,35000,650,5,2,1,0,0,1,0,1,5,7
2,33000,700,5,2,1,0,0,0,0,1,15,28
2,47000,785,5,2,1,0,1,0,0,0,4,7
3,75000,1250,5,3,1,0,0,1,1,0,15,20
4,45000,1016,5,3,1,0,1,0,0,1,3,36
1,36000,380,5,2,1,0,1,0,0,1,12,20
1,40000,475,5,1,1,0,0,0,0,1,18,23
1,40000,444,5,2,1,0,0,0,0,1,8,11
2,32000,640,5,2,1,0,1,0,0,1,6,20
1,17000,320,5,1,1,0,1,0,0,1,23,23
3,77000,1100,5,4,1,0,1,0,0,1,16,21
4,290000,1500,5,3,1,0,1,0,0,0,5,15
2,35000,650,5,2,1,0,1,0,1,0,6,8
1,40000,508,5,2,1,0,1,0,1,0,16,18
4,250000,2500,5,4,1,0,1,0,0,0,2,10
2,47000,720,5,2,1,0,0,0,0,1,0,16
2,50000,750,5,2,0,1,1,0,0,1,0,5
1,32000,430,5,1,1,0,0,1,0,1,2,3
2,8000,623,5,2,1,0,0,1,0,1,6,7
3,240000,1358,5,4,1,0,0,1,1,0,40,50
3,85000,1000,5,3,1,0,1,0,1,0,4,11
3,65000,1100,5,3,1,0,0,0,0,1,25,28
3,75000,1255,5,3,1,0,1,0,0,0,12,17
1,26500,450,5,2,1,0,0,1,0,0,5,8
2,45000,650,5,2,1,0,1,0,0,0,3,7
2,95000,955,5,2,1,0,0,0,1,0,34,40
2,38000,700,5,2,1,0,1,0,0,1,0,22
3,260000,1915,5,4,0,1,0,1,1,0,8,23
4,300000,2308,5,6,1,0,1,0,1,0,9,31
3,180000,1250,5,3,1,0,0,1,1,0,11,13
2,40000,625,5,2,1,0,0,0,1,0,6,14
4,300000,2200,5,4,1,0,0,1,0,0,7,8
2,85000,870,5,2,1,0,1,0,0,0,5,21
3,110000,1300,5,3,1,0,1,0,1,0,4,12
2,40000,750,5,2,1,0,0,1,0,1,2,8
2,45000,750,5,2,0,1,0,0,0,0,2,8
2,52000,550,5,2,1,0,1,0,0,0,3,9
4,90000,1250,5,4,1,0,0,1,0,0,2,7
3,140000,1400,5,3,1,0,0,1,1,0,11,13
3,150000,1330,5,4,1,0,0,1,1,0,32,59
3,65000,1000,5,3,1,0,1,0,1,0,5,10
2,50000,770,5,2,1,0,1,0,0,1,4,14
2,54000,800,5,2,1,0,0,1,0,1,3,7
4,180000,1691,5,6,1,0,1,0,1,0,20,32
1,60000,550,5,2,1,0,0,0,0,0,12,20
2,65000,800,5,2,1,0,0,1,0,1,10,14
2,35000,615,5,2,1,0,0,1,0,1,6,14
2,43000,663,5,2,1,0,1,0,0,1,25,43
1,20000,400,5,1,1,0,1,0,1,0,3,4
2,57000,625,5,2,1,0,0,0,0,0,9,18
4,130000,1432,5,3,1,0,1,0,0,1,12,20
1,25000,425,5,1,1,0,0,0,0,1,3,5
2,56000,649,5,2,1,0,0,0,1,0,5,22
2,55000,905,5,2,1,0,0,0,0,1,10,37
2,18000,882,5,2,0,1,0,0,0,1,10,22
3,100000,1200,5,3,1,0,1,0,0,0,4,15
2,76000,736,5,2,1,0,0,1,0,1,16,36
3,270000,1710,5,3,1,0,1,0,0,0,25,48
1,45000,225,5,1,1,0,0,0,0,1,3,6
2,39000,720,5,2,1,0,1,0,0,1,0,22
1,12500,555,5,1,0,1,0,0,0,1,6,7
1,35000,415,5,1,0,1,1,0,0,1,2,7
2,55000,649,5,2,1,0,0,0,1,0,4,22
3,90000,1000,5,2,1,0,0,0,0,0,3,3
2,250000,1300,5,2,1,0,1,0,0,0,0,10
2,25000,1065,5,2,0,1,1,0,0,0,15,15
2,90000,854,5,2,1,0,1,0,1,0,15,20
3,120000,1200,5,3,1,0,1,0,0,0,5,14
1,55000,500,5,1,1,0,0,0,0,1,8,18
3,70000,906,5,3,1,0,1,0,1,0,7,10
3,300000,1800,5,4,1,0,1,0,0,0,11,11
2,25000,500,5,1,1,0,1,0,0,0,1,3
1,35000,450,5,1,0,1,1,0,0,1,2,7
3,120000,1130,5,3,1,0,1,0,1,0,3,7
1,27000,495,5,2,0,1,1,0,0,0,5,7
1,25000,407,5,2,0,1,1,0,0,1,5,23
3,150000,1092,5,3,1,0,0,1,1,0,60,77
2,32000,610,5,2,1,0,0,1,0,1,11,18
1,40000,500,5,2,0,1,1,0,0,0,13,14
2,52000,750,5,2,1,0,1,0,0,1,4,20
2,80000,750,5,2,1,0,0,0,0,0,6,16
2,55000,850,5,2,1,0,1,0,0,0,6,10
1,30000,350,5,1,1,0,1,0,0,1,5,16
1,20000,300,5,1,1,0,1,0,1,0,2,12
1,85000,695,5,2,1,0,1,0,0,0,2,7
1,40000,415,5,2,1,0,1,0,1,0,15,22
1,21000,450,5,2,1,0,0,0,0,1,3,13
3,43000,850,5,3,1,0,0,1,0,1,8,14
2,58000,805,5,3,1,0,1,0,1,0,30,58
2,130000,700,5,2,1,0,1,0,0,0,7,10
3,260000,1800,5,4,1,0,0,1,0,0,10,11
2,46000,669,5,2,1,0,0,0,0,1,15,43
1,6500,325,5,1,1,0,0,1,0,1,7,16
1,21000,600,5,1,0,1,1,0,0,0,5,6
2,46000,725,5,2,1,0,1,0,0,1,0,16
2,60000,750,5,2,1,0,1,0,1,0,5,9
3,65000,1050,5,3,1,0,0,0,1,0,13,21
2,15000,600,5,2,1,0,1,0,0,1,18,28
2,130000,1000,5,2,1,0,1,0,1,0,10,13
3,90000,1110,5,3,1,0,1,0,0,0,9,55
2,62000,650,5,2,1,0,0,1,0,1,11,25
3,160000,1100,5,3,1,0,1,0,1,0,8,10
3,80000,1100,5,3,1,0,1,0,0,1,15,28
3,80000,1110,5,3,1,0,1,0,1,0,49,55
3,55000,999,5,2,1,0,0,1,1,0,14,23
3,100000,1000,5,3,1,0,1,0,0,0,2,4
4,200000,2200,5,5,1,0,1,0,1,0,11,20
3,100000,1256,5,3,1,0,0,1,0,0,10,22
2,79500,750,5,2,1,0,0,1,1,0,17,20
3,84500,889,5,2,1,0,1,0,1,0,7,27
2,100000,750,5,2,1,0,1,0,1,0,14,27
1,13000,385,5,1,1,0,0,1,0,1,6,20
4,100000,1454,5,4,1,0,1,0,0,1,5,7
1,35000,480,5,2,1,0,0,1,1,0,1,7
2,72000,660,5,2,1,0,1,0,1,0,12,22
3,180000,1600,5,3,1,0,1,0,0,0,9,16
1,26000,434,5,2,1,0,1,0,1,0,5,22
3,72000,1121,5,3,1,0,1,0,0,1,7,14
1,8000,620,5,2,0,1,1,0,1,0,6,8
3,130000,937,5,2,1,0,0,1,0,0,16,27
1,52000,470,5,2,1,0,1,0,1,0,6,7
1,13000,410,5,1,1,0,0,1,0,1,2,7
3,45000,850,5,3,1,0,0,1,0,1,5,7
3,180000,1500,5,4,1,0,1,0,0,0,15,20
2,63000,888,5,2,1,0,1,0,0,0,12,20
1,7500,380,5,2,1,0,0,0,0,1,3,7
1,30000,360,5,1,1,0,1,0,0,1,4,20
1,28500,565,5,2,0,1,1,0,0,0,1,8
3,100000,2000,5,4,0,1,1,0,1,0,25,50
4,270000,1358,5,4,1,0,0,1,1,0,25,50
2,38000,661,5,2,1,0,1,0,1,0,17,36
1,26000,450,5,2,1,0,0,1,0,1,9,20
3,70000,1300,5,3,1,0,0,0,0,1,6,30
2,41000,600,5,2,1,0,0,1,0,0,4,8
2,27000,900,5,3,0,1,1,0,1,0,0,4
1,53000,379,5,1,1,0,0,0,1,0,21,23
2,65000,805,5,3,1,0,0,1,1,0,8,58
1,85000,650,5,2,0,1,1,0,0,0,3,8
1,6000,500,5,2,0,1,1,0,1,0,8,10
1,43000,480,5,2,1,0,0,1,0,0,5,7
2,65000,550,5,2,0,1,1,0,1,0,1,7
3,280000,1600,5,3,1,0,1,0,0,0,5,12
3,98000,1400,5,2,1,0,0,1,1,0,4,15
3,330000,1500,5,2,1,0,1,0,1,0,20,41
3,65000,1050,5,3,1,0,0,0,0,1,3,62
3,85000,920,5,3,1,0,0,1,0,1,4,13
1,40000,450,5,1,1,0,1,0,1,0,8,13
1,23000,440,5,1,1,0,0,0,1,0,0,4
3,55000,932,5,3,0,1,1,0,0,1,3,8
1,15000,270,5,2,1,0,0,0,0,1,15,15
1,52000,379,5,2,1,0,0,0,1,0,23,23
2,13000,582,5,2,1,0,0,1,0,0,5,8
2,95000,800,5,2,1,0,1,0,1,0,6,8
1,25000,444,5,2,1,0,1,0,0,1,7,17
1,21000,428,5,1,1,0,1,0,0,1,12,21
5,360000,1880,5,4,1,0,0,1,0,0,11,27
2,60000,888,5,2,1,0,1,0,1,0,5,20
1,19000,490,5,1,0,1,1,0,0,1,0,8
3,140000,937,5,4,1,0,0,1,0,1,28,39
2,30000,710,5,2,1,0,0,1,0,1,12,21
4,130000,1617,5,5,1,0,1,0,1,0,15,58
2,80000,836,5,2,1,0,1,0,0,1,6,23
2,85000,1200,5,3,1,0,1,0,1,0,36,45
2,65000,950,5,2,1,0,1,0,0,0,9,28
1,33000,460,5,2,1,0,1,0,1,0,10,25
1,36000,585,5,2,0,1,1,0,1,0,10,14
2,22000,550,5,2,1,0,0,1,0,0,2,7
1,17000,375,5,1,1,0,1,0,0,1,9,20
2,55000,700,5,2,1,0,1,0,0,0,10,20
2,66000,750,5,2,1,0,0,1,0,1,2,8
4,140000,2000,5,4,1,0,0,1,0,0,6,45
4,260000,2046,5,5,1,0,1,0,1,0,22,52
2,32000,750,5,2,0,1,1,0,1,0,3,7
2,45000,730,5,2,1,0,0,1,0,1,5,17
2,50000,750,5,2,1,0,1,0,1,0,10,20
1,18500,229,5,1,0,1,1,0,1,0,5,9
2,51000,910,5,2,1,0,0,0,0,1,10,19
4,140000,1648,5,5,1,0,1,0,1,0,21,58
3,80000,1100,5,3,1,0,0,1,0,1,48,54
1,30000,560,5,2,1,0,0,0,0,1,2,4
2,85000,850,5,2,1,0,1,0,0,1,4,6
1,15000,450,5,1,0,1,0,1,0,1,2,4
2,50000,820,5,2,1,0,1,0,1,0,7,28
2,60000,750,5,2,1,0,1,0,0,1,10,20
1,23000,410,5,1,1,0,1,0,0,1,4,7
1,14500,490,5,2,1,0,1,0,0,1,12,20
2,40000,700,5,2,1,0,1,0,0,1,11,15
5,650000,3000,5,5,1,0,1,0,1,0,8,10
1,80000,560,5,1,1,0,1,0,0,0,1,7
2,55000,650,5,2,1,0,1,0,0,1,8,18
1,12000,520,5,1,0,1,1,0,1,0,2,3
2,45000,850,5,2,1,0,1,0,0,1,9,12
2,90000,777,5,2,1,0,1,0,0,0,19,22
2,43000,771,5,2,1,0,1,0,0,1,15,37
1,22000,400,5,1,1,0,1,0,0,1,3,7
2,20000,600,5,2,1,0,0,1,0,0,7,7
1,26000,390,5,2,1,0,1,0,1,0,0,7
4,850000,3200,5,4,1,0,1,0,0,0,2,4
1,34999,450,5,2,1,0,1,0,0,0,5,12
1,35000,500,5,2,0,1,1,0,1,0,7,23
1,50000,410,5,1,1,0,1,0,1,0,6,12
1,16000,160,5,1,1,0,1,0,0,1,2,3
2,55000,750,5,2,1,0,1,0,0,1,10,14
1,39000,585,5,2,0,1,0,1,0,1,3,7
3,100000,1300,5,3,1,0,0,1,1,0,12,24
1,25000,350,5,1,1,0,1,0,0,0,2,17
1,25000,490,5,2,0,1,1,0,1,0,3,7
2,49500,650,5,2,1,0,0,1,0,1,5,16
1,21000,225,5,1,1,0,1,0,0,1,6,24
2,110000,850,5,2,1,0,1,0,1,0,5,13
1,21000,385,5,1,0,1,1,0,0,1,0,5
2,46700,800,5,2,1,0,0,1,0,1,2,7
4,400000,2500,5,4,1,0,1,0,0,0,5,12
4,280000,1526,5,5,1,0,1,0,1,0,76,78
1,18000,300,5,1,0,1,1,0,0,1,3,10
3,80000,1800,5,3,0,1,1,0,1,0,10,13
2,88000,800,5,2,1,0,1,0,1,0,5,20
3,90000,890,5,2,1,0,0,1,0,0,20,27
2,38000,700,5,2,1,0,1,0,0,1,14,23
1,20000,465,5,1,0,1,0,0,1,0,3,4
2,140000,900,5,2,1,0,0,1,0,0,8,36
3,78000,1073,5,3,1,0,1,0,1,0,8,20
1,21000,450,5,1,0,1,1,0,0,1,4,7
3,95000,1350,5,3,1,0,1,0,0,0,8,16
2,90000,800,5,2,1,0,1,0,0,0,5,8
2,34000,600,5,2,1,0,0,0,0,1,4,7
2,55000,650,5,2,1,0,1,0,0,1,5,15
2,52000,550,5,2,1,0,0,0,0,0,3,3
1,74999,840,5,2,1,0,1,0,0,1,8,17
3,75000,1121,5,2,1,0,1,0,0,0,30,45
2,45000,650,5,2,1,0,1,0,0,1,2,12
1,22000,575,5,1,0,1,1,0,0,1,14,14
1,32000,475,5,1,0,1,1,0,0,0,3,4
2,34000,830,5,2,1,0,1,0,1,0,9,21
3,170000,1337,5,3,1,0,1,0,1,0,28,30
1,23000,420,5,2,1,0,1,0,1,0,5,7
1,20000,310,5,1,1,0,0,0,0,1,0,7
3,350000,1800,5,4,1,0,0,1,0,0,2,12
3,90000,967,5,3,1,0,1,0,0,0,14,33
1,55000,505,5,1,1,0,1,0,1,0,4,12
1,15000,275,5,1,0,1,1,0,0,1,3,7
2,22000,640,5,2,1,0,0,1,1,0,21,21
3,60000,1500,5,3,1,0,1,0,1,0,10,23
2,49000,850,5,2,1,0,1,0,1,0,10,23
2,34000,900,5,2,1,0,1,0,1,0,12,25
1,24000,430,5,2,1,0,1,0,0,0,6,7
4,270000,1649,5,3,1,0,0,1,1,0,18,29
3,69000,1100,5,3,1,0,1,0,0,1,12,24
3,120000,1200,5,3,1,0,1,0,1,0,14,35
2,32000,680,5,2,1,0,0,1,0,1,5,20
2,24000,600,5,2,1,0,0,0,1,0,5,7
4,100000,1560,5,4,1,0,1,0,0,1,12,19
5,600000,4500,5,5,1,0,0,0,0,0,7,20
2,45000,771,5,2,1,0,1,0,0,1,20,37
2,80000,800,5,2,1,0,1,0,1,0,7,22
2,37000,800,5,2,0,1,0,0,1,0,5,14
3,210000,1425,5,4,1,0,0,0,0,0,9,35
4,190000,1750,5,4,1,0,1,0,1,0,5,17
1,25000,475,5,2,1,0,0,0,0,1,11,15
4,210000,2000,5,5,1,0,0,0,0,1,27,27
3,200000,1375,5,3,1,0,0,1,1,0,15,60
5,310000,2800,5,5,1,0,1,0,1,0,19,33
1,26000,650,5,1,0,1,1,0,1,0,1,3
2,27000,600,5,2,1,0,0,0,0,1,18,20
1,26000,649,5,1,0,1,1,0,0,1,3,3
2,60000,950,5,2,1,0,0,0,0,0,2,8
1,12000,225,5,1,1,0,0,1,0,1,7,7
2,180000,1000,5,2,1,0,1,0,0,0,6,10
1,30000,330,5,1,1,0,0,1,0,0,13,40
3,100000,1200,5,3,1,0,1,0,0,0,8,14
3,140000,1270,5,3,1,0,0,0,1,0,15,60
3,70000,920,5,3,1,0,1,0,0,1,14,21
2,20000,630,5,2,1,0,0,1,0,1,4,22
2,22000,670,5,2,1,0,0,1,0,0,4,12
1,32000,450,5,1,0,1,1,0,0,0,1,5
1,20000,265,5,1,0,1,1,0,0,1,6,7
2,50000,600,5,2,1,0,1,0,1,0,9,11
2,29000,670,5,2,1,0,0,1,0,1,7,7
2,45000,650,5,2,1,0,1,0,1,0,10,18
1,6500,422,5,2,1,0,0,1,1,0,9,15
2,55000,955,5,2,1,0,1,0,0,1,8,22
3,69999,1100,5,3,1,0,1,0,0,0,6,13
1,18500,300,5,1,1,0,0,0,0,1,3,4
2,50000,900,5,2,1,0,1,0,1,0,5,17
2,45000,785,5,2,1,0,0,0,0,1,2,7
3,85000,1350,5,3,1,0,0,1,0,0,20,31
2,85000,900,5,2,1,0,1,0,1,0,27,45
1,25000,400,5,1,1,0,0,0,0,1,18,23
2,75000,800,5,3,1,0,0,0,1,0,19,20
2,190000,895,5,2,1,0,1,0,1,0,32,46
1,20000,625,5,1,0,1,1,0,1,0,10,12
2,30000,720,5,2,1,0,1,0,1,0,5,14
2,75000,750,5,2,1,0,1,0,0,0,4,13
3,350000,1663,5,2,1,0,1,0,1,0,19,85
2,70000,660,5,2,1,0,1,0,1,0,0,6
2,32000,700,5,2,1,0,1,0,0,0,0,7
1,22000,377,5,2,0,1,1,0,0,1,3,23
2,35000,650,5,2,1,0,0,1,1,0,5,6
2,47000,650,5,2,1,0,1,0,0,1,5,7
4,400000,2080,5,5,1,0,1,0,1,0,34,46
2,31000,700,5,2,0,1,1,0,1,0,2,8
1,60000,430,5,1,1,0,1,0,0,0,1,7
2,58000,650,5,2,1,0,0,1,0,1,15,24
3,85000,890,5,2,1,0,1,0,0,0,4,27
2,45000,965,5,2,0,1,1,0,0,1,19,27
1,7500,630,5,2,0,1,1,0,1,0,3,12
4,250000,2100,5,4,1,0,1,0,1,0,35,60
3,150000,1100,5,3,1,0,0,1,0,0,9,16
2,80000,730,5,2,1,0,1,0,1,0,4,6
3,75000,1380,5,3,1,0,1,0,1,0,9,22
3,66000,1100,5,3,1,0,1,0,1,0,17,22
1,45000,450,5,1,1,0,0,0,1,0,5,7
1,22000,500,5,1,0,1,1,0,0,1,3,4
3,65000,1100,5,3,1,0,0,0,1,0,9,20
3,55000,868,5,3,1,0,0,1,0,1,9,21
2,55000,750,5,2,1,0,1,0,1,0,6,15
1,36000,540,5,2,0,1,1,0,0,1,2,3
4,230000,2100,5,5,1,0,0,1,0,0,21,33
1,22000,450,5,2,1,0,0,1,1,0,4,7
3,170000,1600,5,4,1,0,0,1,1,0,25,52
1,34000,560,5,2,0,1,0,0,1,0,3,7
1,45000,500,5,1,1,0,0,0,0,1,2,3
1,14000,305,5,1,1,0,1,0,0,1,2,24
3,75000,970,5,2,1,0,1,0,0,0,1,3
1,7000,480,5,1,1,0,1,0,0,1,4,4
2,55000,720,5,2,1,0,1,0,1,0,1,6
2,55000,950,5,2,1,0,0,1,1,0,7,10
4,700000,3200,5,4,1,0,1,0,0,0,24,24
3,140000,1450,5,3,1,0,0,1,0,0,18,33
2,42000,774,5,2,1,0,0,1,1,0,10,20
1,27000,450,5,1,0,1,0,1,0,1,2,3
3,60000,1000,5,3,1,0,0,0,1,0,1,10
1,17000,340,5,1,0,1,1,0,1,0,1,8
1,30000,430,5,2,1,0,1,0,1,0,14,23
2,45000,722,5,2,1,0,1,0,0,1,4,7
3,90000,1152,5,2,1,0,1,0,0,0,12,21
1,25000,641,5,1,0,1,1,0,0,1,3,8
2,70000,810,5,2,1,0,1,0,0,0,4,11
2,90000,800,5,2,1,0,0,1,0,0,5,6
2,110000,875,5,2,1,0,1,0,0,1,12,14
2,20000,700,5,2,0,1,0,1,0,1,8,22
1,35000,420,5,1,0,1,1,0,1,0,0,3
3,80000,1400,5,3,1,0,1,0,0,0,1,2
2,54500,758,5,2,1,0,1,0,1,0,12,24
4,350000,2880,5,5,1,0,0,0,0,1,45,60
1,45000,480,5,2,1,0,1,0,0,0,7,7
1,38000,550,5,2,1,0,0,0,0,1,6,10
2,90000,900,5,2,1,0,0,0,1,0,60,71
1,22000,400,5,1,0,1,1,0,0,1,8,22
2,70000,760,5,2,1,0,1,0,1,0,9,22
4,380000,2800,5,5,1,0,0,0,0,1,36,81
1,50000,400,5,1,1,0,1,0,1,0,10,22
4,680000,1962,5,5,1,0,1,0,1,0,18,20
3,140000,1100,5,3,1,0,1,0,1,0,6,12
2,40000,800,5,2,0,1,1,0,1,0,1,3
2,32000,590,5,2,1,0,0,1,0,1,7,12
2,78000,600,5,2,1,0,1,0,1,0,14,22
4,280000,2500,5,6,1,0,1,0,1,0,24,60
2,45000,670,5,2,1,0,1,0,0,1,17,22
2,65000,960,5,2,1,0,1,0,1,0,16,38
2,65000,1500,5,3,0,1,1,0,1,0,4,4
1,35000,500,5,1,0,1,1,0,1,0,1,5
3,90000,1120,5,2,1,0,0,1,0,0,8,45
4,250000,2729,5,5,1,0,0,0,1,0,20,27
3,70000,3354,0,3,1,0,1,0,0,0,0,16
2,10500,800,0,2,0,1,1,0,1,0,3,4
2,13000,1000,0,2,0,1,1,0,1,0,0,4
2,17000,1040,0,2,0,1,1,0,0,0,4,4
3,21000,1403,0,3,0,1,1,0,1,0,1,4
2,10000,600,0,1,0,1,1,0,0,0,3,4
4,61500,2608,0,3,1,0,0,0,1,0,1,4
2,13000,850,0,2,1,0,0,1,1,0,1,3
1,7500,400,0,1,0,1,1,0,0,1,1,2
2,17000,1000,0,2,0,1,1,0,1,0,3,4
3,25000,1350,0,3,1,0,0,0,1,0,5,14
2,10500,800,0,2,1,0,1,0,1,0,1,2
1,8000,350,0,1,0,1,1,0,1,0,3,3
1,9500,900,0,1,0,1,1,0,1,0,0,2
3,50000,2000,0,3,1,0,1,0,1,0,1,2
2,13000,700,0,2,0,1,1,0,1,0,1,4
1,13500,600,0,1,0,1,1,0,1,0,1,4
2,13000,700,0,1,1,0,1,0,1,0,0,1
1,15000,600,0,1,0,1,0,0,1,0,2,4
2,15000,1400,0,3,0,1,1,0,0,0,0,1
1,7000,600,0,1,0,1,1,0,0,1,0,3
2,25000,770,0,2,0,1,1,0,0,0,8,32
2,17000,900,0,2,1,0,0,1,1,0,1,2
1,7500,500,0,1,0,1,1,0,0,0,0,3
2,15000,1100,0,2,0,1,1,0,0,1,1,2
